pid,GN,Description,sig126,sig127N,sig127C,sig128N,sig128C,sig129N,sig129C,sig130N,sig130C,sig131N,sig131C
P83741,Wnk1,Serine/threonine-protein kinase WNK1 OS=Mus musculus OX=10090 GN=Wnk1 PE=1 SV=2,523578.2403,389551.4307,357224.4294,415260.9115,485017.6537,398923.429,383861.1449,424445.2326,459432.1876,408097.5234,410992.5061
F6U2S8,Wnk1,Serine/threonine-protein kinase WNK1 (Fragment) OS=Mus musculus OX=10090 GN=Wnk1 PE=1 SV=1,70228.10705,64162.07251,52536.66188,58235.42089,69614.23202,66471.37846,58255.32226,67552.84975,70242.16933,67094.54651,58634.05402
F7B663,Wnk1,Serine/threonine-protein kinase WNK1 (Fragment) OS=Mus musculus OX=10090 GN=Wnk1 PE=4 SV=1,51667.68367,32634.63252,39221.77526,42301.7969,56087.3899,40153.68054,38384.48432,44978.79955,71982.16535,48966.17569,48622.64708
Q3UH66,Wnk2,Serine/threonine-protein kinase WNK2 OS=Mus musculus OX=10090 GN=Wnk2 PE=1 SV=2,417341.5604,333457.384,390416.6887,394560.0936,386947.4802,343866.6507,406761.5103,400076.6303,351059.3155,335413.7913,372222.3459
E9QM73,Wnk2,Non-specific serine/threonine protein kinase OS=Mus musculus OX=10090 GN=Wnk2 PE=1 SV=1,414519.0667,332793.3215,389282.5559,394715.1291,387455.369,346078.1955,406321.6119,399976.4165,348011.0305,338070.741,374363.7836
F6SRP4,Wnk2,Serine/threonine-protein kinase WNK2 (Fragment) OS=Mus musculus OX=10090 GN=Wnk2 PE=1 SV=1,275010.2425,225299.0407,257691.1068,236678.2988,246778.6888,206354.0125,270267.49,250161.4242,219360.861,209593.8394,234688.6011
Q80XP9,Wnk3,Serine/threonine-protein kinase WNK3 OS=Mus musculus OX=10090 GN=Wnk3 PE=1 SV=3,362307.3578,289626.9109,349586.9367,348834.8329,357005.2904,329928.5685,351092.7098,332280.812,340489.3307,336954.5466,351578.8127
Q9JM98,Wrap73,WD repeat-containing protein WRAP73 OS=Mus musculus OX=10090 GN=Wrap73 PE=1 SV=2,28304.45158,33178.80492,42623.54594,44223.90628,34426.15785,46374.56818,39954.29332,40889.56923,33972.08612,44408.59724,40775.79302
Q91XU0,Wrnip1,ATPase WRNIP1 OS=Mus musculus OX=10090 GN=Wrnip1 PE=1 SV=2,238178.5284,251582.3693,263501.0599,244238.5542,243445.7415,250750.7846,274102.1271,277719.2422,208514.2612,248629.7411,241406.142
O54929,Wsb2,WD repeat and SOCS box-containing protein 2 OS=Mus musculus OX=10090 GN=Wsb2 PE=2 SV=2,42627.73609,52612.31276,42782.67638,41893.30381,43049.71038,49204.23017,41702.04327,45204.9507,58915.6059,48462.47441,44233.12194
Q9ER69,Wtap,Pre-mRNA-splicing regulator WTAP OS=Mus musculus OX=10090 GN=Wtap PE=1 SV=3,29704.32051,28402.71778,28302.61448,33068.62355,31824.78285,29903.56605,28668.24702,28996.67573,29051.9401,32243.30499,32456.98447
Q5SXA9,Wwc1,Protein KIBRA OS=Mus musculus OX=10090 GN=Wwc1 PE=1 SV=1,188117.8925,220457.4491,199576.4601,188962.9441,175509.2181,199665.9062,220957.3184,203797.4198,131252.6673,200962.6765,188477.5615
Q6NXJ0,Wwc2,Protein WWC2 OS=Mus musculus OX=10090 GN=Wwc2 PE=1 SV=1,134957.8077,137814.5969,136131.0257,135639.0581,135443.9623,146461.0277,133732.2896,138208.9092,110570.8631,149474.0632,135389.7912
Q91WL8,Wwox,WW domain-containing oxidoreductase OS=Mus musculus OX=10090 GN=Wwox PE=1 SV=1,235610.4869,175483.1797,286881.5199,285818.1872,222595.2042,202862.0113,276685.3261,278290.2896,205487.015,202328.636,247294.3809
Q8BZZ3,Wwp1,NEDD4-like E3 ubiquitin-protein ligase WWP1 OS=Mus musculus OX=10090 GN=Wwp1 PE=1 SV=2,102967.2854,83364.04377,98860.40161,89964.0791,100055.2522,96568.079,107191.3396,94929.42831,101049.3959,92071.79253,96886.54561
Q9DBH0,Wwp2,NEDD4-like E3 ubiquitin-protein ligase WWP2 OS=Mus musculus OX=10090 GN=Wwp2 PE=1 SV=1,64521.37211,56905.03087,57204.27738,51450.43111,63156.05402,55705.6774,61407.43567,55310.45536,54411.77797,58102.79013,58474.91611
Q9DCD2,Xab2,Pre-mRNA-splicing factor SYF1 OS=Mus musculus OX=10090 GN=Xab2 PE=1 SV=1,50575.70023,49109.62725,49998.47476,47682.15535,51119.67657,51749.5767,51571.26868,52829.58846,50298.40801,48577.1326,46997.16441
Q5NBU8,Xaf1,XIAP-associated factor 1 OS=Mus musculus OX=10090 GN=Xaf1 PE=1 SV=3,18327.94178,10539.23654,14361.05347,11369.18961,19544.92421,14889.45766,13746.98299,12638.63636,22045.91995,13952.15201,15658.97796
Q00519,Xdh,Xanthine dehydrogenase/oxidase OS=Mus musculus OX=10090 GN=Xdh PE=1 SV=5,32089.69117,32259.5815,36969.43822,33994.33895,35237.23657,30985.02681,35439.40845,35360.67117,38829.61922,31575.91502,38957.75468
Q60989,Xiap,E3 ubiquitin-protein ligase XIAP OS=Mus musculus OX=10090 GN=Xiap PE=1 SV=2,28285.95738,21626.89596,24673.56319,25649.32578,29906.46783,22641.54449,23008.39008,25011.84739,26620.86216,23449.78812,25555.48471
Q4U4S6,Xirp2,Xin actin-binding repeat-containing protein 2 OS=Mus musculus OX=10090 GN=Xirp2 PE=1 SV=1,155180.9766,135805.6255,129618.2409,147261.9034,140503.0023,129135.6749,119561.5766,135937.2682,112536.9869,127456.9773,131965.3563
Q9QXY7,Xk,Membrane transport protein XK OS=Mus musculus OX=10090 GN=Xk PE=1 SV=1,130863.788,98393.02387,124617.8014,116921.7984,122233.0178,99294.45922,114118.0307,141133.4933,117733.7852,119157.6671,123712.6648
Q5GH67,Xkr4,XK-related protein 4 OS=Mus musculus OX=10090 GN=Xkr4 PE=1 SV=1,147780.0084,200645.0378,187582.2758,186489.8462,138873.3924,190971.558,171280.731,182662.3253,125703.8961,194028.1696,172979.4135
E9Q6C8,Xkr6,XK-related protein 6 OS=Mus musculus OX=10090 GN=Xkr6 PE=2 SV=1,19858.29193,17753.11565,24149.18797,17767.43674,18715.44831,18063.40133,25118.7278,19816.39981,15880.25745,19139.66138,18125.14714
Q5GH64,Xkr7,XK-related protein 7 OS=Mus musculus OX=10090 GN=Xkr7 PE=2 SV=1,135991.8586,69650.25369,131092.1394,128690.4404,132101.9814,83321.40922,138100.8206,147620.1033,172152.9811,76462.57019,106886.4618
Q6P1B1,Xpnpep1,Xaa-Pro aminopeptidase 1 OS=Mus musculus OX=10090 GN=Xpnpep1 PE=1 SV=1,745702.8411,1006844.585,661722.728,753954.4387,740239.3043,878449.4424,662599.913,725785.3036,745991.8621,882816.3002,757724.5633
Q3UE92,Xpnpep1,Xaa-Pro aminopeptidase 1 OS=Mus musculus OX=10090 GN=Xpnpep1 PE=1 SV=1,742858.0144,1010004.435,664179.7022,755911.0388,741195.5422,877873.4703,663941.24,725759.4937,737815.394,883738.4053,759048.8566
S4R228,Xpnpep1,Xaa-Pro aminopeptidase 1 (Fragment) OS=Mus musculus OX=10090 GN=Xpnpep1 PE=1 SV=1,162050.0665,201039.8126,123506.7582,158715.99,157056.8474,195615.2853,133198.8223,145448.556,157443.0703,203597.9968,148489.3694
B7ZMP1,Xpnpep3,Xaa-Pro aminopeptidase 3 OS=Mus musculus OX=10090 GN=Xpnpep3 PE=1 SV=1,193784.3162,197995.3334,199532.117,214917.6113,184573.5807,203122.3192,198544.2801,196414.8434,173874.2439,206489.0231,192600.7963
Q6P5F9,Xpo1,Exportin-1 OS=Mus musculus OX=10090 GN=Xpo1 PE=1 SV=1,678089.8534,637754.5756,604264.9426,668940.5891,706904.079,689000.4066,577463.6887,695139.772,786596.3865,642920.3725,636657.3452
Q9ESJ0,Xpo4,Exportin-4 OS=Mus musculus OX=10090 GN=Xpo4 PE=1 SV=2,35304.06232,32573.76838,40070.04468,31574.07436,41173.79919,35177.52426,34249.92514,34620.24986,60066.13476,33842.46591,35496.07072
Q924C1,Xpo5,Exportin-5 OS=Mus musculus OX=10090 GN=Xpo5 PE=1 SV=1,117789.6129,118224.2558,138206.6903,127715.6802,117921.8897,138949.9305,136141.3677,137487.1956,129782.2685,136435.1464,132295.232
Q924Z6,Xpo6,Exportin-6 OS=Mus musculus OX=10090 GN=Xpo6 PE=1 SV=2,93775.14733,91797.48464,99705.24434,91159.87862,94445.37356,98228.4941,96486.16983,96749.83705,88428.26588,93919.6108,92842.87395
Q9EPK7,Xpo7,Exportin-7 OS=Mus musculus OX=10090 GN=Xpo7 PE=1 SV=3,387934.0382,359809.4829,346099.5588,356945.4905,390255.7594,362323.1609,361021.7866,396957.2873,383126.325,353352.3729,351710.7269
Q9CRT8,Xpot,Exportin-T OS=Mus musculus OX=10090 GN=Xpot PE=1 SV=3,160709.6252,155828.2091,149616.0992,168180.1845,160832.3017,180976.8742,149744.7137,184583.2758,172464.7555,163079.9201,152944.4212
Q9Z0U0,Xpr1,Xenotropic and polytropic retrovirus receptor 1 OS=Mus musculus OX=10090 GN=Xpr1 PE=1 SV=1,87428.49407,62656.70871,88714.33833,90263.15707,88894.10077,77145.89121,95030.28563,93906.67244,64332.52594,76138.77025,86801.04065
Q60596,Xrcc1,DNA repair protein XRCC1 OS=Mus musculus OX=10090 GN=Xrcc1 PE=1 SV=2,61030.42359,66517.51724,59758.41087,44399.3555,65933.33916,52279.54496,55950.35167,54207.05181,60917.0825,49669.98085,53559.15514
Q924T3,Xrcc4,DNA repair protein XRCC4 OS=Mus musculus OX=10090 GN=Xrcc4 PE=1 SV=1,11190.73745,8575.97448,9965.519475,9171.420785,14988.07306,12700.77987,7623.952092,8853.118854,14183.36949,9504.209623,12335.76854
P27641,Xrcc5,X-ray repair cross-complementing protein 5 OS=Mus musculus OX=10090 GN=Xrcc5 PE=1 SV=4,47025.62324,42326.74479,43645.53567,37938.74862,48402.17868,43982.00263,41641.8749,39617.26409,49736.26228,43477.01553,43581.64806
P23475,Xrcc6,X-ray repair cross-complementing protein 6 OS=Mus musculus OX=10090 GN=Xrcc6 PE=1 SV=5,39275.2151,35038.28739,31358.99204,31185.22198,41047.04836,35669.48975,32522.472,34919.13106,47401.64664,34444.07576,34090.00367
P97789,Xrn1,5'-3' exoribonuclease 1 OS=Mus musculus OX=10090 GN=Xrn1 PE=1 SV=1,82858.7651,86994.38792,75541.67802,80718.36874,80893.23479,79813.46176,78199.6104,83449.25036,75728.12238,86878.29754,80781.00842
F8VQ87,Xrn1,5'-3' exoribonuclease 1 OS=Mus musculus OX=10090 GN=Xrn1 PE=1 SV=1,109162.6222,113595.9976,99567.6105,106969.3613,107360.1476,105748.0351,103446.7381,110775.9574,99162.49941,115013.4362,106796.0054
Q9DBR1,Xrn2,5'-3' exoribonuclease 2 OS=Mus musculus OX=10090 GN=Xrn2 PE=1 SV=1,160054.0566,143409.5973,165530.642,167348.1166,174101.1553,164420.1129,163492.8105,164965.0137,154159.4478,165364.8727,173215.6598
Q3U4G3,Xxylt1,Xyloside xylosyltransferase 1 OS=Mus musculus OX=10090 GN=Xxylt1 PE=1 SV=2,126030.5652,116011.0612,118569.1906,124861.2582,140884.5286,122126.7327,118332.936,126187.4823,145197.6382,123327.0369,129074.4634
Q3TNA1,Xylb,Xylulose kinase OS=Mus musculus OX=10090 GN=Xylb PE=1 SV=1,49199.54521,40376.60318,46335.17571,47237.0316,53123.18638,41674.21372,47107.21518,45548.88573,49818.0928,43276.0353,50234.37866
P46938,Yap1,Transcriptional coactivator YAP1 OS=Mus musculus OX=10090 GN=Yap1 PE=1 SV=2,58384.99965,46055.82898,60023.16525,66165.07697,61608.90673,57862.37896,52876.54301,59633.3292,63467.01227,58492.00786,66152.57877
Q3U046,Yap1,WW domain-containing protein (Fragment) OS=Mus musculus OX=10090 GN=Yap1 PE=2 SV=1,57395.02219,53400.94415,58076.22803,65919.34911,67912.23272,61083.21469,53959.9173,57417.27869,66518.39939,64457.44872,79759.84997
A2A7S7,Yars,Tyrosine--tRNA ligase OS=Mus musculus OX=10090 GN=Yars PE=1 SV=1,1455586.693,1216377.45,1323183.468,1381193.495,1411917.454,1339233.414,1394607.067,1404437.451,1317891.348,1248022.148,1336472.788
Q8BYL4,Yars2,"Tyrosine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Yars2 PE=1 SV=2",151362.8309,167391.5584,196948.898,159292.2603,164999.713,175336.9058,197793.5034,178675.3147,169074.8058,178491.476,167771.1335
P62960,Ybx1,Y-box-binding protein 1 OS=Mus musculus OX=10090 GN=Ybx1 PE=1 SV=3,59313.27264,52711.52292,42857.42596,51292.18105,53941.00447,46693.15852,43907.41798,48991.95403,42283.11192,54105.96137,50520.3868
Q9JKB3,Ybx3,Y-box-binding protein 3 OS=Mus musculus OX=10090 GN=Ybx3 PE=1 SV=2,52652.57566,43251.98387,40106.08517,44624.23131,52149.41211,39005.91087,38964.95112,40664.8018,43785.29715,45587.91621,45285.70497
Q14BV6,Ydjc,Carbohydrate deacetylase OS=Mus musculus OX=10090 GN=Ydjc PE=2 SV=2,68768.25011,68514.81322,59694.78117,74527.53153,69604.34909,74493.29861,61135.85361,84644.0959,58840.56121,84952.94905,79987.51823
Q9CR11,Yeats4,YEATS domain-containing protein 4 OS=Mus musculus OX=10090 GN=Yeats4 PE=2 SV=1,61587.84197,70333.22759,66538.83359,58375.95369,63508.67814,60945.96796,57611.35316,58804.08886,87317.79976,60357.84403,58856.26881
Q04736,Yes1,Tyrosine-protein kinase Yes OS=Mus musculus OX=10090 GN=Yes1 PE=1 SV=3,458129.5483,508133.3805,432196.8182,466890.0646,450667.0456,452694.7814,434345.5491,470656.6331,465468.5059,475949.8817,458850.6544
Q9CX30,Yif1b,Protein YIF1B OS=Mus musculus OX=10090 GN=Yif1b PE=1 SV=2,40250.64406,59298.7496,43237.53909,41737.09555,43519.64416,46079.63512,42567.16707,39163.98373,56434.83342,40144.80514,43627.42943
Q91VU1,Yipf1,Protein YIPF1 OS=Mus musculus OX=10090 GN=Yipf1 PE=2 SV=1,13918.67999,8366.393447,16309.82509,10027.83153,14082.83294,8809.485935,9436.184897,9371.971112,22836.64625,10292.27074,10591.68674
Q3UDR8,Yipf3,Protein YIPF3 OS=Mus musculus OX=10090 GN=Yipf3 PE=1 SV=1,15116.31441,16315.76898,18742.60994,15699.59185,16479.54363,15452.03101,17696.2886,16702.45276,19173.8075,17446.72327,16386.13412
Q8C407,Yipf4,Protein YIPF4 OS=Mus musculus OX=10090 GN=Yipf4 PE=1 SV=1,56880.1801,55598.4722,66466.5233,62897.35465,59177.4391,57612.00295,65578.81894,60074.99117,74908.75749,57714.79798,58624.88802
Q9EQQ2,Yipf5,Protein YIPF5 OS=Mus musculus OX=10090 GN=Yipf5 PE=1 SV=1,49588.54588,37619.04628,53984.47496,48128.18438,51046.91585,51819.90571,49108.14734,52444.78033,54081.51025,56793.48879,55961.05978
F6W8I0,Yjefn3,YjeF N-terminal domain-containing protein 3 OS=Mus musculus OX=10090 GN=Yjefn3 PE=1 SV=2,91625.03783,117928.4238,119730.1944,84609.32975,65421.10166,98707.72868,104047.8147,75058.45764,85612.10907,118620.9534,101879.0342
Q9CQW1,Ykt6,Synaptobrevin homolog YKT6 OS=Mus musculus OX=10090 GN=Ykt6 PE=1 SV=1,834112.8599,862172.0333,761708.2487,838789.1317,847800.8379,845626.2801,787040.1779,863916.5457,755679.9216,796672.3239,784007.7441
Q9R0I7,Ylpm1,YLP motif-containing protein 1 OS=Mus musculus OX=10090 GN=Ylpm1 PE=2 SV=2,10662020.05,7552405.063,5445091.576,6849142.581,10017510.94,7531486.58,6733026.969,7671147.431,8534382.172,7659348.706,7856620.685
D3YWX2,Ylpm1,YLP motif-containing protein 1 OS=Mus musculus OX=10090 GN=Ylpm1 PE=1 SV=2,7677172.757,7831934.607,8306410.456,7958887.892,7526406.56,7838926.336,8124097.897,8275698.649,6255099.295,7791655.363,7820831.651
O88967,Yme1l1,ATP-dependent zinc metalloprotease YME1L1 OS=Mus musculus OX=10090 GN=Yme1l1 PE=1 SV=1,169259.3601,176752.8105,204639.8193,177262.3685,171465.4526,179977.8319,209031.8633,190850.6664,151109.0142,178410.3057,185430.1007
Q8CB27,Yod1,Ubiquitin thioesterase OTU1 OS=Mus musculus OX=10090 GN=Yod1 PE=1 SV=1,64322.66858,69060.46371,64272.29222,68795.18607,67483.76582,66918.53924,68088.75126,66817.59197,73218.44,72162.6691,67188.05831
P62700,Ypel5,Protein yippee-like 5 OS=Mus musculus OX=10090 GN=Ypel5 PE=1 SV=1,45120.53714,56612.73416,55514.35251,45550.64816,45573.33884,49826.30736,47741.7861,50013.80983,46167.67952,48019.67035,54256.2432
Q3U5F4,Yrdc,"YrdC domain-containing protein, mitochondrial OS=Mus musculus OX=10090 GN=Yrdc PE=1 SV=1",202932.1702,209314.2668,201058.2097,202101.969,204008.0689,210983.981,193983.9474,198895.3154,192658.6013,199146.8217,200419.0046
E9Q5K9,Ythdc1,YTH domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ythdc1 PE=1 SV=2,147788.4111,135259.1964,156084.5759,157274.7898,144319.6799,163757.6421,168218.3601,167494.7246,190932.4326,143423.0239,156631.4332
B2RR83,Ythdc2,3'-5' RNA helicase YTHDC2 OS=Mus musculus OX=10090 GN=Ythdc2 PE=1 SV=1,147407.4191,131039.0664,153640.0417,149359.9404,143916.6057,139624.0244,157608.3421,153364.9122,155338.3059,134807.0901,146934.364
P59326,Ythdf1,YTH domain-containing family protein 1 OS=Mus musculus OX=10090 GN=Ythdf1 PE=1 SV=1,153571.0189,161669.5434,188012.3376,181199.3879,146770.1443,157507.9607,183921.7016,180626.9105,112115.8868,165813.6556,164433.7544
Q91YT7,Ythdf2,YTH domain-containing family protein 2 OS=Mus musculus OX=10090 GN=Ythdf2 PE=1 SV=1,109028.0353,126807.9509,134864.5335,130973.2784,101738.443,121473.0656,127234.1451,129584.538,78615.52828,130802.1783,123808.8543
Q8BYK6,Ythdf3,YTH domain-containing family protein 3 OS=Mus musculus OX=10090 GN=Ythdf3 PE=1 SV=2,154946.7949,156640.2431,184158.7321,177463.535,144694.0247,157376.9321,181605.6899,174310.4189,121849.872,166945.7735,170719.1619
Q9CQV8,Ywhab,14-3-3 protein beta/alpha OS=Mus musculus OX=10090 GN=Ywhab PE=1 SV=3,13432662.49,12742408.26,13393536.73,14588648.99,13161324.1,14399223.93,12926529.66,13894895.97,12931476.39,13931837,13790428.03
P62259,Ywhae,14-3-3 protein epsilon OS=Mus musculus OX=10090 GN=Ywhae PE=1 SV=1,15463230.43,15588220.87,15044648.01,16185206.76,15362954.24,16102622.62,14765680.63,15562984.56,14578637.34,15944425.54,15628823.02
Q3V453,Ywhae,14_3_3 domain-containing protein (Fragment) OS=Mus musculus OX=10090 GN=Ywhae PE=2 SV=1,4403636.175,4346381.483,4342091.757,4849893.529,4320685.987,4729090.83,3976322.308,4482844.337,4429449.685,4525269.545,4503342.207
P61982,Ywhag,14-3-3 protein gamma OS=Mus musculus OX=10090 GN=Ywhag PE=1 SV=2,13069950.91,12642183.12,13602934.1,14540345.96,13096318.4,14380248.57,13257751.79,13966907.38,12840651,13980019.3,13824524.09
P68510,Ywhah,14-3-3 protein eta OS=Mus musculus OX=10090 GN=Ywhah PE=1 SV=2,12769083.99,12701016.57,13758725.54,14606977.19,12390384.23,14353971.8,13448946.46,13948836.84,13101824.91,14322208.38,13860293.87
P68254,Ywhaq,14-3-3 protein theta OS=Mus musculus OX=10090 GN=Ywhaq PE=1 SV=1,14040218.81,12817347.31,12422980.85,14456386.78,13678588.76,14237183.63,12464188.52,14004981.67,14060970.46,13530067.84,13531605.18
P63101,Ywhaz,14-3-3 protein zeta/delta OS=Mus musculus OX=10090 GN=Ywhaz PE=1 SV=1,21993714.46,22148481.98,21257696.1,23797881.08,22369270.49,23353751.54,21090762.44,23347056.85,21542048.52,22879683.62,22452510.15
Q00899,Yy1,Transcriptional repressor protein YY1 OS=Mus musculus OX=10090 GN=Yy1 PE=1 SV=1,232862.2974,192374.0824,227310.5572,218183.1376,208886.0357,222727.3833,247732.8763,238145.4579,157565.1353,220981.9544,215998.1489
Q8BGC4,Zadh2,Prostaglandin reductase-3 OS=Mus musculus OX=10090 GN=Zadh2 PE=1 SV=1,380304.3419,387954.2157,412936.4267,404210.1131,357066.5538,330217.77,415836.9861,411519.7641,381203.4838,319130.7785,369665.4229
Q3UQ17,Zbtb16,Zinc finger and BTB domain-containing 16 OS=Mus musculus OX=10090 GN=Zbtb16 PE=1 SV=1,13482.60901,13226.39856,14835.86775,13628.13568,13178.10984,15621.67617,11152.95947,13006.42514,10705.16852,18174.20455,14794.33791
Q9WUK6,Zbtb18,Zinc finger and BTB domain-containing protein 18 OS=Mus musculus OX=10090 GN=Zbtb18 PE=1 SV=1,8597.903876,17498.59341,10027.80902,10195.02237,8697.315221,21541.14491,13621.44263,8399.416023,8909.579611,21909.23184,13509.06682
Q8K0L9,Zbtb20,Zinc finger and BTB domain-containing protein 20 OS=Mus musculus OX=10090 GN=Zbtb20 PE=1 SV=1,27776.22073,30559.38369,18786.78844,17375.50459,24220.61287,25963.00363,18179.4382,20176.96626,26771.80855,31848.26994,24278.49751
O88939,Zbtb7a,Zinc finger and BTB domain-containing protein 7A OS=Mus musculus OX=10090 GN=Zbtb7a PE=1 SV=2,59746.82088,46028.93997,65598.87616,62833.1745,60595.97107,55036.5011,65619.64187,62761.1179,57717.2276,54175.0451,64976.63449
Q505B7,Zbtb8os,Protein archease OS=Mus musculus OX=10090 GN=Zbtb8os PE=1 SV=2,240813.0595,234986.348,189272.9699,207682.877,222599.6064,224266.1406,185334.7946,207545.9378,242340.8963,235630.7022,211239.8903
Q8BJH1,Zc2hc1a,Zinc finger C2HC domain-containing protein 1A OS=Mus musculus OX=10090 GN=Zc2hc1a PE=1 SV=1,722692.8893,325943.4604,667149.6217,380994.6786,658428.247,327580.7603,609719.3077,390084.3614,690933.589,360348.422,538318.7815
Q6NZF1,Zc3h11a,Zinc finger CCCH domain-containing protein 11A OS=Mus musculus OX=10090 GN=Zc3h11a PE=1 SV=1,157619.0765,142672.4995,164737.9246,157145.0704,159097.9953,154098.5018,167734.7043,160736.2996,135721.6337,157493.2977,158551.6527
Q5D1E7,Zc3h12a,Endoribonuclease ZC3H12A OS=Mus musculus OX=10090 GN=Zc3h12a PE=1 SV=2,45148.25801,45181.51217,38371.76787,36973.35158,41146.85657,35788.95676,43322.93757,41029.29435,32874.19265,46828.73986,38938.48067
G3X9I7,Zc3h12b,Zinc finger CCCH-type-containing 12B OS=Mus musculus OX=10090 GN=Zc3h12b PE=1 SV=1,129775.0395,108597.1289,113151.7327,98899.62998,124436.3228,137362.3285,127900.8035,116539.0564,97200.41179,152818.6781,123999.3385
Q5DTV4,Zc3h12c,Probable ribonuclease ZC3H12C OS=Mus musculus OX=10090 GN=Zc3h12c PE=1 SV=2,138999.8299,140401.8212,85109.18873,103759.321,124927.6615,113903.852,128741.4055,122777.6791,114611.9522,120264.446,103197.7862
E9Q784,Zc3h13,Zinc finger CCCH domain-containing protein 13 OS=Mus musculus OX=10090 GN=Zc3h13 PE=1 SV=1,61312.87438,73988.96513,59887.05784,58942.54631,51674.20676,69065.67077,61745.09819,61726.99218,37964.1996,66923.63658,64936.45269
Q9CXN5,Zc3h13,C3H1-type domain-containing protein OS=Mus musculus OX=10090 GN=Zc3h13 PE=2 SV=1,37729.77801,40218.71977,39579.01153,37539.99043,36524.99136,42926.81553,44125.92475,44558.75621,30185.53168,44186.71291,38420.83353
Q8BJ05,Zc3h14,Zinc finger CCCH domain-containing protein 14 OS=Mus musculus OX=10090 GN=Zc3h14 PE=1 SV=1,30955.54443,29646.75945,34466.6684,29806.30203,30469.78695,30687.5091,33952.89798,29324.77865,22970.99479,31822.3659,32174.26151
Q3TIV5,Zc3h15,Zinc finger CCCH domain-containing protein 15 OS=Mus musculus OX=10090 GN=Zc3h15 PE=1 SV=2,270211.475,288037.913,275676.963,293319.3725,269731.7196,293488.0648,269990.0421,287471.6384,256024.9433,295973.8538,289281.909
Q0P678,Zc3h18,Zinc finger CCCH domain-containing protein 18 OS=Mus musculus OX=10090 GN=Zc3h18 PE=1 SV=1,115669.2464,114239.4918,127080.3259,118699.3784,119789.4327,115137.6588,136795.3589,122557.0425,83623.1616,116810.8805,115017.5902
Q6ZPZ3,Zc3h4,Zinc finger CCCH domain-containing protein 4 OS=Mus musculus OX=10090 GN=Zc3h4 PE=1 SV=2,57310.91569,49322.07578,70160.1627,55436.19016,58962.64081,55027.01495,63635.19168,50752.98311,43194.05577,54495.12549,62260.48191
E9Q8K8,Zc3h4,Zinc finger CCCH domain-containing protein 4 OS=Mus musculus OX=10090 GN=Zc3h4 PE=1 SV=1,57310.91569,49322.07578,70160.1627,55436.19016,58962.64081,55027.01495,63635.19168,50752.98311,43194.05577,54495.12549,62260.48191
Q8BYK8,Zc3h6,Zinc finger CCCH domain-containing protein 6 OS=Mus musculus OX=10090 GN=Zc3h6 PE=2 SV=2,11268.88991,8924.461251,12313.23318,15181.71522,12495.31404,11291.19084,11786.7251,13043.27816,16493.02212,11500.95758,14027.91218
Q3TIQ4,Zc3h7a,Uncharacterized protein OS=Mus musculus OX=10090 GN=Zc3h7a PE=2 SV=1,12932.53404,15193.41306,18064.39278,17834.50795,14112.23238,18514.31475,18070.43136,19185.94692,14612.94248,13197.33331,17424.33528
F8VPP8,Zc3h7b,Zinc finger CCCH type-containing 7B OS=Mus musculus OX=10090 GN=Zc3h7b PE=1 SV=1,112385.9646,121243.6481,119136.863,109958.296,106801.8908,120053.6188,111339.8645,125353.7103,113316.221,105590.4606,115414.853
Q3UPF5,Zc3hav1,Zinc finger CCCH-type antiviral protein 1 OS=Mus musculus OX=10090 GN=Zc3hav1 PE=1 SV=1,184662.004,227168.1046,154023.5212,207367.35,185810.2233,196168.3935,164316.5461,189757.4201,200800.0977,211823.1638,185698.2497
D3Z5I1,Zc3hav1,Zinc finger CCCH-type antiviral protein 1 OS=Mus musculus OX=10090 GN=Zc3hav1 PE=1 SV=1,81552.98626,112731.3224,63610.13638,69183.2722,94973.61266,90743.31519,67919.74285,72468.5292,78951.20025,90898.31468,75515.29008
Q80YV2,Zc3hc1,Nuclear-interacting partner of ALK OS=Mus musculus OX=10090 GN=Zc3hc1 PE=1 SV=1,25503.99064,27018.71277,29215.04717,29035.0987,28458.24264,28052.2183,32110.93807,30331.44281,19708.96265,30435.58902,27030.00862
Q9ESX4,Zcchc17,Nucleolar protein of 40 kDa OS=Mus musculus OX=10090 GN=Zcchc17 PE=1 SV=1,99007.67332,109343.9583,130893.7902,108985.9431,99679.40673,99042.17757,129419.2506,114211.8367,72719.75711,104234.5663,110778.7991
Q9CYA6,Zcchc8,Zinc finger CCHC domain-containing protein 8 OS=Mus musculus OX=10090 GN=Zcchc8 PE=1 SV=3,35820.9663,41328.19735,38376.92504,32630.63259,35860.38071,37583.66282,34272.06448,34775.65106,25218.25979,37810.31772,35070.27954
Q9CZ96,Zcrb1,Zinc finger CCHC-type and RNA-binding motif-containing protein 1 OS=Mus musculus OX=10090 GN=Zcrb1 PE=1 SV=1,54462.00528,66789.80207,62732.52467,60957.39496,57239.12556,64239.75793,87292.4681,66032.86988,48774.66753,64829.20441,68032.95337
Q8BQQ1,Zdhhc14,Palmitoyltransferase ZDHHC14 OS=Mus musculus OX=10090 GN=Zdhhc14 PE=1 SV=1,59668.08778,175446.4137,58061.55153,38855.75001,56216.5962,53331.95753,52224.90934,45888.65235,54710.03511,61012.74707,51179.46275
