ProteinAccession,GeneName,ProteinDescription,Group1_1,Group1_2,Group1_3,Group1_4,Group2_1,Group2_2,Group2_3,Group2_4,Group3_1,Group3_2,Group3_3,Group3_4,Group4_1,Group4_2,Group4_3,Group4_4
sp|Q92581|SL9A6_HUMAN,SLC9A6,Sodium/hydrogen exchanger 6 OS=Homo sapiens OX=9606 GN=SLC9A6 PE=1 SV=3,100854.87,101767.38,100658.67,90638.03,139147.74,178532.73,128642.39,124806.3,77181.29,106759.44,123070.38,78957.19,112576.23,106556.08,126305.08,85129.26
sp|P62318|SMD3_HUMAN,SNRPD3,Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens OX=9606 GN=SNRPD3 PE=1 SV=1,1030291.87,1095274.06,1013823.89,1070708.09,1164365.24,1171650.6,1125235.79,1000529.91,1210085.72,1098365.73,1153094.43,1119341.04,1099892.95,1135504.75,1229544.96,1204999.7
sp|O75525|KHDR3_HUMAN,KHDRBS3,"KH domain-containing, RNA-binding, signal transduction-associated protein 3 OS=Homo sapiens OX=9606 GN=KHDRBS3 PE=1 SV=1",346906.32,374949.91,396048.43,429826.34,317477.3,292113.85,356199.69,393757.19,336673.86,351662.27,409931.75,358408.09,332371.18,318733.25,268549.93,283230.62
sp|P61758|PFD3_HUMAN,VBP1,Prefoldin subunit 3 OS=Homo sapiens OX=9606 GN=VBP1 PE=1 SV=4,305909.83,263491.82,285042.12,292236.84,329293.94,413527.43,355063.99,409776.67,268123.18,327638.3,281956.52,304833.35,400906.32,384715.19,430163.69,404183.62
sp|P78312|F193A_HUMAN,FAM193A,Protein FAM193A OS=Homo sapiens OX=9606 GN=FAM193A PE=1 SV=2,118587.9,143455.14,134764.08,115484.3,123422.48,96328.7,103146.74,101883.5,114361.11,104030.01,87993.24,119370.13,90141.17,109587.53,131053.78,156816.02
sp|Q5XPI4|RN123_HUMAN,RNF123,E3 ubiquitin-protein ligase RNF123 OS=Homo sapiens OX=9606 GN=RNF123 PE=1 SV=1,83564.5,67787.11,77351.93,74030.53,82916.35,69291.61,81008.18,68909.13,54030.64,65945.97,64702.69,61309.13,91263.16,84543.17,76536.36,85388.24
sp|Q9BVT8|TMUB1_HUMAN,TMUB1,Transmembrane and ubiquitin-like domain-containing protein 1 OS=Homo sapiens OX=9606 GN=TMUB1 PE=1 SV=1,760942.1,681184.29,692811.42,751140.41,711667.93,644430.83,722734.01,740935.04,775397.83,673763.93,721059.93,757142.76,691441.87,828081.86,483110.71,585494.14
sp|Q96DX4|RSPRY_HUMAN,RSPRY1,RING finger and SPRY domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RSPRY1 PE=1 SV=1,77672.45,86692.53,87928.63,94338.3,85000.55,52353.4,93602.62,72821.87,69679.06,92813.16,89721.46,71437.41,116352.74,107169.44,89453.35,79876.35
sp|P62140|PP1B_HUMAN,PPP1CB,Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CB PE=1 SV=3,660992.31,657724.54,602456.24,599330.03,648636.08,643211.65,631742.49,638117.18,607742.83,613698.77,605024.14,570425.05,571364.3,635678.94,609258.09,609182.31
sp|P14415|AT1B2_HUMAN,ATP1B2,Sodium/potassium-transporting ATPase subunit beta-2 OS=Homo sapiens OX=9606 GN=ATP1B2 PE=1 SV=3,328392.64,316306.92,347977.52,314091.46,353066.1,351403.03,356233.27,328626.12,297615.48,414565.63,309224.44,331281.67,329580.02,304189.73,376124.15,319474.39
sp|Q9UBM7|DHCR7_HUMAN,DHCR7,7-dehydrocholesterol reductase OS=Homo sapiens OX=9606 GN=DHCR7 PE=1 SV=1,414728.17,437858.39,420865.92,427586.1,420225.65,423058.36,400940.04,431859.15,438928.77,357918.85,480118.13,423755.2,425987.42,431180.38,395637.66,400508.79
sp|Q9HA65|TBC17_HUMAN,TBC1D17,TBC1 domain family member 17 OS=Homo sapiens OX=9606 GN=TBC1D17 PE=1 SV=3,285549,288903.57,242089.3,276825.38,314797.03,286659.88,273650.67,260132.03,269071.22,283541.08,249923.26,309023.87,240635.23,315746.4,301718.65,319862.17
sp|Q8IV36|HID1_HUMAN,HID1,Protein HID1 OS=Homo sapiens OX=9606 GN=HID1 PE=1 SV=1,194991.41,192956.46,202962.04,212612.26,211842.64,229024.37,235206.44,268960.64,184785.32,248258.13,236839.8,197614.5,212957.32,198142.82,213529.12,214203.31
sp|O14618|CCS_HUMAN,CCS,Copper chaperone for superoxide dismutase OS=Homo sapiens OX=9606 GN=CCS PE=1 SV=1,317444.88,283607.72,302430.09,273812.43,257128.77,275858.45,283138.68,293539.27,299096.01,281741.47,230714.77,276651,311059.98,281899.85,265861.71,292027.01
sp|Q16877|F264_HUMAN,PFKFB4,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4 OS=Homo sapiens OX=9606 GN=PFKFB4 PE=1 SV=6",387139.72,359605.79,318887.5,385712.71,336811.15,331663.65,376009.63,306669.19,341879.15,343605.51,278091.67,300207.64,258886.22,343703.72,269554.47,308478.73
sp|Q8TAT2|FGFP3_HUMAN,FGFBP3,Fibroblast growth factor-binding protein 3 OS=Homo sapiens OX=9606 GN=FGFBP3 PE=1 SV=1,87998.77,99219.13,87778.99,125279.58,293542.9,284794.11,260955.17,374895.07,140922.4,131393.87,114904.85,151444.96,546789.66,351919.45,385650.7,370103.62
sp|Q9Y262|EIF3L_HUMAN,EIF3L,Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1,365837.64,367859.16,356710.67,351496.51,358264.23,344282.74,346346.15,342268.52,355489.63,337971.64,344241.91,359768.76,361388.33,378426.83,363448.38,380702.23
sp|P67812|SC11A_HUMAN,SEC11A,Signal peptidase complex catalytic subunit SEC11A OS=Homo sapiens OX=9606 GN=SEC11A PE=1 SV=1,266904.45,284852.39,318497.67,282265.19,292954.16,267397.36,291683.58,295508.48,313483.36,289066.36,298956.47,284743.33,312595.64,308506.7,279287.83,257330.68
sp|Q06455|MTG8_HUMAN,RUNX1T1,Protein CBFA2T1 OS=Homo sapiens OX=9606 GN=RUNX1T1 PE=1 SV=2,123131.38,131530.12,121004.86,143093.84,165906.69,151055.32,151372.25,173525.82,146319.64,183347.89,125896.94,129822.45,161190.57,148047.64,171495.64,144848.33
sp|P43307|SSRA_HUMAN,SSR1,Translocon-associated protein subunit alpha OS=Homo sapiens OX=9606 GN=SSR1 PE=1 SV=3,622191.56,628905.71,561555.26,613797.15,574521.85,555520.29,561278.27,464166.46,520745.85,423389.87,693419.99,440948.62,423269.5,583316.22,508153.82,540101.32
sp|P22352|GPX3_HUMAN,GPX3,Glutathione peroxidase 3 OS=Homo sapiens OX=9606 GN=GPX3 PE=1 SV=2,288843.45,331673.7,305716.91,281734.85,331062.07,309458.83,341363.12,353233.28,318402.92,222551.79,256823.7,325645.66,293890.6,265177.36,286170.2,257017.94
sp|Q5VWX1|KHDR2_HUMAN,KHDRBS2,"KH domain-containing, RNA-binding, signal transduction-associated protein 2 OS=Homo sapiens OX=9606 GN=KHDRBS2 PE=1 SV=1",289073.54,286760.5,326582.18,300867.03,209517.13,204561.55,262738.28,337338.33,270544.17,361275.28,346815.22,286279.39,295522.91,136888.12,202479.52,181702.93
sp|Q9HAD4|WDR41_HUMAN,WDR41,WD repeat-containing protein 41 OS=Homo sapiens OX=9606 GN=WDR41 PE=1 SV=3,200040.04,216490.53,222370.7,238351.88,232261,206321.25,191492.2,190366.74,201040.78,202294.27,198760.71,188830.89,189788.22,171955.19,177345.9,204277.16
sp|Q8N5Z0|AADAT_HUMAN,AADAT,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=AADAT PE=1 SV=2",74239.28,67006.71,71173.81,67434.63,77086.85,87694.68,75119.88,61473.68,72880.59,70382.4,63723.22,71130,64692.06,79521.04,94943.53,77828.47
sp|Q9HCM4|E41L5_HUMAN,EPB41L5,Band 4.1-like protein 5 OS=Homo sapiens OX=9606 GN=EPB41L5 PE=1 SV=3,235013.05,253250.89,244229.87,246366.99,245512.41,248344.76,245257.4,222936.7,259953.63,226919.55,255489.7,246512.07,254936.07,283018.77,263766.53,291354.56
sp|Q6AI08|HEAT6_HUMAN,HEATR6,HEAT repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=HEATR6 PE=1 SV=1,50196.94,48585.15,39793.96,42090.02,57218.64,56898.21,42446.87,45079.38,50606.45,53616.03,34438.86,48601.28,47749.1,56617.71,50237.65,52662.52
sp|Q71SY5|MED25_HUMAN,MED25,Mediator of RNA polymerase II transcription subunit 25 OS=Homo sapiens OX=9606 GN=MED25 PE=1 SV=2,153904.58,130952.32,110642.05,105738.07,153038.59,122478.68,109320.39,119035.83,164847.08,147175.2,129070.2,154575.61,176668.9,123993.94,165242.85,149884.26
sp|Q6P1N9|TATD1_HUMAN,TATDN1,Deoxyribonuclease TATDN1 OS=Homo sapiens OX=9606 GN=TATDN1 PE=1 SV=2,135225.75,133366.36,132485.3,121115.24,123086.74,135737.62,114677.42,104620.44,145698.93,137231.81,124695.68,141752.8,107960.94,140434.15,125094.8,107344.9
sp|Q8NAT1|PMGT2_HUMAN,POMGNT2,"Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=POMGNT2 PE=1 SV=1",127191.68,146252.02,123152.69,139934.05,114507.2,142479.1,141553.37,147794.83,148019.83,134437.28,168173.15,151733.66,128859.03,153398.88,136882.73,131746.98
sp|O00148|DX39A_HUMAN,DDX39A,ATP-dependent RNA helicase DDX39A OS=Homo sapiens OX=9606 GN=DDX39A PE=1 SV=2,524070.09,552613.7,540876.65,530946.15,605550.19,538062.97,558365.86,457131.11,547628.56,485480.38,480935.51,555807.75,560754.28,572389.12,495092.98,556605.24
sp|Q96EL2|RT24_HUMAN,MRPS24,"28S ribosomal protein S24, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS24 PE=1 SV=1",187973.23,194789.24,207264.93,206645.75,198440.73,216170.19,202368.95,173096.18,228243.23,173011.65,209320.16,182391.93,187795.61,197464.55,190136.68,202211.92
sp|Q96BR5|COA7_HUMAN,COA7,Cytochrome c oxidase assembly factor 7 OS=Homo sapiens OX=9606 GN=COA7 PE=1 SV=2,118766.37,122261.68,117918.44,113914.07,106221.61,120604.39,112971.37,111550.19,109877.5,128960.85,126546.38,111728.75,97628.73,91786.84,125731.53,94045.3
sp|Q9Y237|PIN4_HUMAN,PIN4,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 OS=Homo sapiens OX=9606 GN=PIN4 PE=1 SV=1,227495.93,212655.77,229311.89,235717.92,211126.97,209205.89,238772.62,255375.86,216042.21,235942.19,236428.53,229460.57,256720.99,196148.85,230885.62,187842.38
sp|Q8IZ21|PHAR4_HUMAN,PHACTR4,Phosphatase and actin regulator 4 OS=Homo sapiens OX=9606 GN=PHACTR4 PE=1 SV=1,73780.47,97767.96,142517,,116471.98,104139.99,80701.67,140147.38,,86276.44,,84074.52,156040.74,79072.5,123414.44,193127.47
sp|Q66K66|TM198_HUMAN,TMEM198,Transmembrane protein 198 OS=Homo sapiens OX=9606 GN=TMEM198 PE=1 SV=1,165683.87,143578.13,,140967.32,,,205120.45,227615.84,,,,,285163.39,,218242.8,
sp|Q6PJT7|ZC3HE_HUMAN,ZC3H14,Zinc finger CCCH domain-containing protein 14 OS=Homo sapiens OX=9606 GN=ZC3H14 PE=1 SV=1,151382.47,171723.37,158315.62,182903.93,128866.45,133517.48,128684.51,118785.58,178521.97,197996.31,177562.02,159981.35,131954.5,101477.77,136956.04,118268.42
sp|Q5JS37|NHLC3_HUMAN,NHLRC3,NHL repeat-containing protein 3 OS=Homo sapiens OX=9606 GN=NHLRC3 PE=2 SV=1,304248.82,267359.74,288542.23,256665.42,303451.7,308657.02,296678.31,304652.58,174077.48,210786.6,290744.52,245434.5,275052.29,256763.23,229396.92,258848.78
sp|Q15652|JHD2C_HUMAN,JMJD1C,Probable JmjC domain-containing histone demethylation protein 2C OS=Homo sapiens OX=9606 GN=JMJD1C PE=1 SV=2,48786.4,42673.06,52126.67,52330.89,73578.22,73411.55,84506.43,67264.54,88161.14,64627.35,,86464.38,72854.16,54116,56761.08,46130.39
sp|Q8WZ74|CTTB2_HUMAN,CTTNBP2,Cortactin-binding protein 2 OS=Homo sapiens OX=9606 GN=CTTNBP2 PE=1 SV=1,84431.53,109814.7,,124547.57,143328.73,136864.01,134695.33,107738.45,89413.2,118509.75,154664.75,124013.82,139593.44,167260,143551.3,145678.43
sp|Q93100|KPBB_HUMAN,PHKB,Phosphorylase b kinase regulatory subunit beta OS=Homo sapiens OX=9606 GN=PHKB PE=1 SV=3,54243.76,46743.63,51758.35,49383.96,78594.67,60304.85,52294.34,30594.69,39456.41,36794.25,53290.1,53527.97,68398.26,63411.41,60235.16,56489.35
sp|Q92466|DDB2_HUMAN,DDB2,DNA damage-binding protein 2 OS=Homo sapiens OX=9606 GN=DDB2 PE=1 SV=1,78496.54,93029.51,84450.38,96208.95,109342.21,88502.83,85164.87,80301.07,75847.14,64006.36,67576.46,73810.8,65138.67,87718.02,88195.57,90391.87
sp|P36894|BMR1A_HUMAN,BMPR1A,Bone morphogenetic protein receptor type-1A OS=Homo sapiens OX=9606 GN=BMPR1A PE=1 SV=2,55134.36,69041.84,71303.56,81780.16,,96233.48,68229.96,75671.14,51338.86,84081.75,52486.1,43155.3,69027.58,84027.07,97710.12,94863.32
sp|Q9UI09|NDUAC_HUMAN,NDUFA12,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 OS=Homo sapiens OX=9606 GN=NDUFA12 PE=1 SV=1,381350.62,380549.9,403616.1,384382.4,368357.92,401426.56,357497.93,344804.42,382133.63,412414.01,378579.18,396767.92,343638.07,353358.69,355353.55,335532.85
sp|O95249|GOSR1_HUMAN,GOSR1,Golgi SNAP receptor complex member 1 OS=Homo sapiens OX=9606 GN=GOSR1 PE=1 SV=1,309262.28,360271.22,350563.87,369818.5,327723.12,339178.72,304526.17,305364.43,347508.96,383795.13,343722.37,367603.21,333095.24,282773.32,350537.42,323704
sp|P30405|PPIF_HUMAN,PPIF,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Homo sapiens OX=9606 GN=PPIF PE=1 SV=1",322387.46,349130.09,341101.83,347063.51,337150.35,282094.6,326866.89,299014.6,348745.65,309797.27,341510.81,328785.89,318977.09,344023.42,312102.54,321930.22
sp|P59780|AP3S2_HUMAN,AP3S2,AP-3 complex subunit sigma-2 OS=Homo sapiens OX=9606 GN=AP3S2 PE=2 SV=1,133418.42,143479.14,92853.02,157171.57,187064.12,154984.11,166616.47,154394.53,158431.67,156472.93,169310.01,157994.19,148105.69,143046.32,193210.02,165858.49
sp|Q86VR8|FJX1_HUMAN,FJX1,Four-jointed box protein 1 OS=Homo sapiens OX=9606 GN=FJX1 PE=2 SV=1,,210680.52,228888.28,315509.04,316901.78,266077.1,297760.63,282284.35,260403.08,192465.92,231467.16,205223.95,337281.47,309079.55,303777.08,290502.18
sp|O14874|BCKD_HUMAN,BCKDK,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial OS=Homo sapiens OX=9606 GN=BCKDK PE=1 SV=2",188029.83,197199.55,157196.65,200425.32,159392.94,151812.5,151609.41,147313.1,181283.49,151635.7,167731.6,181611.02,140487.81,155429.91,129655.44,146896.15
sp|P53370|NUDT6_HUMAN,NUDT6,Nucleoside diphosphate-linked moiety X motif 6 OS=Homo sapiens OX=9606 GN=NUDT6 PE=1 SV=2,84877.28,104212.51,96906.47,94467.23,124657.38,86772.96,103885.76,95929.33,97368.01,78596.39,89070.69,97542.24,87299.29,107855.48,103254.82,92181.21
sp|Q15165|PON2_HUMAN,PON2,Serum paraoxonase/arylesterase 2 OS=Homo sapiens OX=9606 GN=PON2 PE=1 SV=4,110002.54,123725.63,93503.23,111795.3,104057.12,101868.08,106988.41,97798.62,125401.63,96398.58,106037.71,109219.55,99481.75,95993.74,80901.68,103183.35
sp|P49427|UB2R1_HUMAN,CDC34,Ubiquitin-conjugating enzyme E2 R1 OS=Homo sapiens OX=9606 GN=CDC34 PE=1 SV=2,433448.99,367129.87,388952.14,322530.97,318978.33,151820.52,483519.26,429474.57,385504.09,356167.65,317914.51,355494.69,343634.84,328941.58,289063.86,230323.92
sp|Q712K3|UB2R2_HUMAN,UBE2R2,Ubiquitin-conjugating enzyme E2 R2 OS=Homo sapiens OX=9606 GN=UBE2R2 PE=1 SV=1,247665.71,261580.53,238383.24,254602.6,298165.92,307043.65,323368.77,343821.75,230718.48,279554.41,276032.67,241562.87,319032.25,277548.5,393631.01,294902.67
sp|Q7Z392|TPC11_HUMAN,TRAPPC11,Trafficking protein particle complex subunit 11 OS=Homo sapiens OX=9606 GN=TRAPPC11 PE=1 SV=2,160797.41,141758.52,137706.52,134043.39,145897.92,156468.25,139681.79,123469.49,141885.95,129202.87,129766.57,138449.59,131385.66,159233.03,142335.27,145721.09
sp|P14854|CX6B1_HUMAN,COX6B1,Cytochrome c oxidase subunit 6B1 OS=Homo sapiens OX=9606 GN=COX6B1 PE=1 SV=2,746252.9,760027.93,824284,786310.54,571627.41,572860.91,681107.37,609776.88,767481.65,910077.27,796895.09,745057.52,603209.62,523691.22,525462.35,545033.24
sp|Q9HCE6|ARGAL_HUMAN,ARHGEF10L,Rho guanine nucleotide exchange factor 10-like protein OS=Homo sapiens OX=9606 GN=ARHGEF10L PE=1 SV=4,135332.48,140927.47,140232.7,155018.84,134996.38,155027.57,155610.27,134242.62,131334.33,156026.9,145975.42,142119.03,124428.87,129696.81,116026.59,127657.92
sp|Q15648|MED1_HUMAN,MED1,Mediator of RNA polymerase II transcription subunit 1 OS=Homo sapiens OX=9606 GN=MED1 PE=1 SV=4,458929.27,481432.97,429869.15,464955.6,462371.88,470051.73,404213.63,347322.66,446272.9,392481.03,392996.71,442674.01,384641.95,436764.23,432724.38,445819.69
sp|O60613|SEP15_HUMAN,SELENOF,Selenoprotein F OS=Homo sapiens OX=9606 GN=SELENOF PE=1 SV=4,260170.64,273720.91,279177.62,283981.64,255005.71,241780.12,274816.67,270247.35,298950.01,292246.49,317843.51,288527.4,259612,263967.48,232006.5,242447.5
sp|Q15813|TBCE_HUMAN,TBCE,Tubulin-specific chaperone E OS=Homo sapiens OX=9606 GN=TBCE PE=1 SV=1,308706.57,286539.53,302672.66,285370.06,281008.59,288250.61,288779.17,302567.51,310912.8,270791.13,284524.38,305568.98,325815.53,310693.62,306130.09,314548.32
sp|Q8IWE4|DCNL3_HUMAN,DCUN1D3,DCN1-like protein 3 OS=Homo sapiens OX=9606 GN=DCUN1D3 PE=1 SV=1,135370.44,143558.69,127426.6,141807.41,132550.5,141839.11,126913,127330,133474.74,173689.91,139123.84,141786.15,161531.33,116024.49,148312.91,134842.63
sp|Q9Y679|AUP1_HUMAN,AUP1,Lipid droplet-regulating VLDL assembly factor AUP1 OS=Homo sapiens OX=9606 GN=AUP1 PE=1 SV=2,260769.07,261558.12,233354.88,250822.1,253808.91,221533.87,228514.52,238131.07,245238.6,232068.61,243148.39,266397.34,244109.99,208826.41,232635.57,203520.04
sp|P03915|NU5M_HUMAN,MT-ND5,NADH-ubiquinone oxidoreductase chain 5 OS=Homo sapiens OX=9606 GN=MT-ND5 PE=1 SV=2,314303.94,323914.43,315664.52,344133.32,387108.88,379333.92,336374.56,366702.45,311300.05,259841.13,361027.22,281718.26,329264.83,367257.57,370067.48,339746.06
sp|Q15047|SETB1_HUMAN,SETDB1,Histone-lysine N-methyltransferase SETDB1 OS=Homo sapiens OX=9606 GN=SETDB1 PE=1 SV=1,93775.48,93621.63,89530.98,102172.17,98986.52,76771.85,68249.79,85193.2,102590.97,101322.14,61849.7,94027.77,93385.15,94729.29,103685.49,99139.65
sp|Q9BRT8|ZNG1A_HUMAN,ZNG1A,Zinc-regulated GTPase metalloprotein activator 1A OS=Homo sapiens OX=9606 GN=ZNG1A PE=1 SV=1,138804.41,168278.39,153617.95,146682.33,175273.04,170596.71,151367.01,115354.45,149138.05,131046.95,95427.8,119861.06,152886.14,156225.59,137030.77,155226.78
sp|Q13572|ITPK1_HUMAN,ITPK1,Inositol-tetrakisphosphate 1-kinase OS=Homo sapiens OX=9606 GN=ITPK1 PE=1 SV=2,120905.55,157038.34,132263.91,147460.6,142272.96,134140.8,148193.63,129387.66,136068.54,96705.45,107238.03,101449.99,135369.68,140851.39,123291.36,125515.73
sp|Q5VT25|MRCKA_HUMAN,CDC42BPA,Serine/threonine-protein kinase MRCK alpha OS=Homo sapiens OX=9606 GN=CDC42BPA PE=1 SV=1,130240.63,136449.03,135982.46,148815.16,98603.56,153468.13,134121.88,134144.01,131510.12,151932.41,105224.24,108346.8,129477.43,117218.49,113631.46,115961.8
sp|Q9Y217|MTMR6_HUMAN,MTMR6,Myotubularin-related protein 6 OS=Homo sapiens OX=9606 GN=MTMR6 PE=1 SV=3,175485.1,189018.11,164776.88,165660.49,181292.2,175601.01,185526.53,225031.03,180157.72,185698.59,186742.1,195816.77,223459.82,189185.78,177322.15,175198.92
sp|O00422|SAP18_HUMAN,SAP18,Histone deacetylase complex subunit SAP18 OS=Homo sapiens OX=9606 GN=SAP18 PE=1 SV=1,396231.54,417681.09,429924.87,456057.21,349255.12,298223.17,350326.93,348826.61,390017.85,398386.74,474098.79,432061.02,354450.06,339966.18,378817.34,370764.69
sp|P07947|YES_HUMAN,YES1,Tyrosine-protein kinase Yes OS=Homo sapiens OX=9606 GN=YES1 PE=1 SV=3,165842.83,155249.02,173062.65,166746.75,131824.53,133545.21,169891,179303.09,166464.49,169154.59,151546.13,172946.99,169719.69,144969.71,141303.64,140384.65
sp|P52803|EFNA5_HUMAN,EFNA5,Ephrin-A5 OS=Homo sapiens OX=9606 GN=EFNA5 PE=1 SV=1,103762.82,111289.4,143735.53,118910.21,55706.05,81142.08,89286.58,119239.59,79069.28,122204.01,62562.17,98354.6,93155.94,83868.51,74918.98,56295.5
sp|O60890|OPHN1_HUMAN,OPHN1,Oligophrenin-1 OS=Homo sapiens OX=9606 GN=OPHN1 PE=1 SV=1,,19057.4,45536.92,58624.88,31099.51,39271.09,35873.53,35857.85,34315.93,61160.15,47493.78,43407.57,53239.65,35951.67,45401.1,10257.18
sp|P27361|MK03_HUMAN,MAPK3,Mitogen-activated protein kinase 3 OS=Homo sapiens OX=9606 GN=MAPK3 PE=1 SV=4,248583.48,225312.51,222451.74,218918.13,225744.98,254913.93,251287.54,225567.95,214686.86,218736.23,193976.52,217532.6,214012.06,229920.73,215909.77,239348.74
sp|Q8TD22|SFXN5_HUMAN,SFXN5,Sideroflexin-5 OS=Homo sapiens OX=9606 GN=SFXN5 PE=1 SV=1,433535.78,438901.75,306270.96,417176.65,385581.67,325323.73,402991.85,260821.52,327158.24,233547.8,296521.41,315404.74,249546.18,397236.85,248339.05,429625.18
sp|O00461|GOLI4_HUMAN,GOLIM4,Golgi integral membrane protein 4 OS=Homo sapiens OX=9606 GN=GOLIM4 PE=1 SV=1,89072.84,104654.19,85863.07,106488.18,87943.7,82729.28,86608.33,71465.81,108828.84,101989.78,107568.55,106101.76,57760.58,78274.17,86931.5,69747.53
sp|Q9NXG2|THUM1_HUMAN,THUMPD1,THUMP domain-containing protein 1 OS=Homo sapiens OX=9606 GN=THUMPD1 PE=1 SV=2,410987.04,365172.63,390676.45,377372.6,436143.31,467489.02,460447.48,466968.79,344526.42,390742.17,378763.64,372901.06,424968.91,428881.35,454355.12,466601.46
sp|Q9H0R8|GBRL1_HUMAN,GABARAPL1,Gamma-aminobutyric acid receptor-associated protein-like 1 OS=Homo sapiens OX=9606 GN=GABARAPL1 PE=1 SV=1,205410.23,272320.88,297489.21,83218.61,155783.84,161696.4,226416.87,350583.84,252607.9,235099.21,291678.36,216009.77,426723.99,328741.14,470552.17,235645.78
tr|A0A087WY03|A0A087WY03_HUMAN,SREK1,Splicing regulatory glutamic acid and lysine rich protein 1 OS=Homo sapiens OX=9606 GN=SREK1 PE=1 SV=1,193102.79,194263.43,174313.01,176329.59,186520.96,188985.3,194632.2,191040.76,167576.17,167963.33,200524.9,167861.03,205029.14,160992.82,213048.61,198856.76
sp|P27986|P85A_HUMAN,PIK3R1,Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Homo sapiens OX=9606 GN=PIK3R1 PE=1 SV=2,96288.08,106502.18,93832.9,100792.25,79298.77,82700.14,98624.88,129883.26,89469.16,87446.64,98761.29,71629.1,116351.54,84054.71,78295.44,113787.56
sp|Q2TAA5|ALG11_HUMAN,ALG11,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase OS=Homo sapiens OX=9606 GN=ALG11 PE=1 SV=2",224868.3,210632.93,209641.12,213943.65,220346.65,242405.35,207290.45,250660.12,200123.1,200370.95,219889.22,208209,207279.18,199723.65,156531.2,243156.64
sp|Q13286|CLN3_HUMAN,CLN3,Battenin OS=Homo sapiens OX=9606 GN=CLN3 PE=1 SV=1,182039.83,208547.79,164376.22,190412.77,201529.66,199673.52,180045.1,188068.24,170512.87,135173.73,174925.6,135377.2,165479.49,187101.63,171820.72,204325.12
sp|P42226|STAT6_HUMAN,STAT6,Signal transducer and activator of transcription 6 OS=Homo sapiens OX=9606 GN=STAT6 PE=1 SV=1,101932.81,107636.76,87830.35,99534.13,117565.54,96708.25,102691.21,78911.37,85656.01,69650.8,58926.09,73311.62,54869.3,60392.3,43112.93,88707.93
sp|O00767|SCD_HUMAN,SCD,Stearoyl-CoA desaturase OS=Homo sapiens OX=9606 GN=SCD PE=1 SV=2,216622.8,254391.63,239850.38,273027.12,215762.81,201942.5,191990.29,195169.03,288982.59,300058.21,297461.9,320613.55,206590.05,252518.17,207879.6,222250.23
sp|Q6R327|RICTR_HUMAN,RICTOR,Rapamycin-insensitive companion of mTOR OS=Homo sapiens OX=9606 GN=RICTOR PE=1 SV=1,51868.78,53589.75,50882.36,52061.84,55056.04,51131.25,55164.25,48875.31,45985.23,41830.97,41529.36,43839.17,49789.01,59075.89,55126.06,56425.5
sp|P25490|TYY1_HUMAN,YY1,Transcriptional repressor protein YY1 OS=Homo sapiens OX=9606 GN=YY1 PE=1 SV=2,236742.32,259440.34,244173.94,240357.36,185678.73,168196.05,230448.21,200639.07,227169,242146.07,224646.28,243763.86,224694.02,182723.63,176557.59,185859.12
sp|Q86U28|ISCA2_HUMAN,ISCA2,"Iron-sulfur cluster assembly 2 homolog, mitochondrial OS=Homo sapiens OX=9606 GN=ISCA2 PE=1 SV=2",365724.03,421194.24,401080.14,419753.44,394084.56,332836.03,398047.1,344906.56,452408.08,417603.67,443519.68,436196.62,381361.1,371251.21,384725.42,344800.31
sp|Q12980|NPRL3_HUMAN,NPRL3,GATOR complex protein NPRL3 OS=Homo sapiens OX=9606 GN=NPRL3 PE=1 SV=1,201640.32,191460.54,199847.93,170575.18,145427.15,123957.25,158916.15,220327.08,147110.99,156848.01,156719.59,134875.85,140698.2,155100.03,124207.53,95339.87
sp|Q14739|LBR_HUMAN,LBR,Delta(14)-sterol reductase LBR OS=Homo sapiens OX=9606 GN=LBR PE=1 SV=2,468909.93,470394.63,462430.82,449144.15,441024.95,392666.48,415873.55,398981.36,486745.12,414205.93,455657.79,442744.36,433254.45,397987.76,374646.79,392825.88
sp|Q04760|LGUL_HUMAN,GLO1,Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1 PE=1 SV=4,180385.34,161703.14,186012.87,150815.69,131791.95,133586.74,156479.76,190702.85,138332.45,178751.54,171561.43,161821.86,161814.17,135532.88,147803.26,136127.11
