ProteinAccession,GeneName,ProteinDescription,Group1_1,Group1_2,Group1_3,Group2_1,Group2_2,Group2_3,Group3_1,Group3_2,Group3_3,Group4_1,Group4_2,Group4_3,Group5_1,Group5_2,Group5_3,Group6_1,Group6_2,Group6_3
sp|Q9UBS0|KS6B2_HUMAN,RPS6KB2,Ribosomal protein S6 kinase beta-2 OS=Homo sapiens OX=9606 GN=RPS6KB2 PE=1 SV=2,87272.77,89329.71,96821.49,98336.77,100732.63,97654.55,99287.95,96533.56,89801.72,110153.14,108792.21,112490.43,94831.97,87213.84,87446.14,108951.89,127866.70,124778.55
sp|Q9H0X9|OSBL5_HUMAN,OSBPL5,Oxysterol-binding protein-related protein 5 OS=Homo sapiens OX=9606 GN=OSBPL5 PE=1 SV=1,193425.92,197666.39,191503.48,173583.09,177952.76,181955.74,171086.49,187047.52,200209.48,135303.24,127055.58,136401.08,143534.81,150619.17,135347.67,137587.49,116689.48,143750.95
sp|Q9BT23|LIMD2_HUMAN,LIMD2,LIM domain-containing protein 2 OS=Homo sapiens OX=9606 GN=LIMD2 PE=1 SV=1,721748.92,992084.49,747853.15,767512.30,923141.13,753863.71,978292.77,1058441.54,1168048.22,818004.46,964470.68,716755.84,873673.56,671003.77,980498.06,1342879.75,926628.11,1337492.40
sp|Q53HC5|KLH26_HUMAN,KLHL26,Kelch-like protein 26 OS=Homo sapiens OX=9606 GN=KLHL26 PE=1 SV=2,65032.86,69534.94,74634.16,86451.80,75764.07,77722.88,69598.56,61471.44,50956.87,76261.12,66571.46,71914.72,55416.14,55790.50,55766.71,83520.20,84938.23,77243.05
sp|Q9BQT8|ODC_HUMAN,SLC25A21,Mitochondrial 2-oxodicarboxylate carrier OS=Homo sapiens OX=9606 GN=SLC25A21 PE=1 SV=1,67792.36,67236.85,73354.25,39461.17,40258.99,42915.87,55493.87,48279.31,57829.92,120070.43,137942.92,125669.60,108301.81,99533.85,117301.77,86609.94,97215.12,76512.82
sp|O43805|SSNA1_HUMAN,SSNA1,Sjoegren syndrome nuclear autoantigen 1 OS=Homo sapiens OX=9606 GN=SSNA1 PE=1 SV=2,67217.06,59704.04,90513.94,79373.72,90594.48,89958.55,105067.44,71480.51,72784.99,76710.25,90447.19,74938.65,126385.65,85012.39,110150.85,87501.63,110064.33,78980.52
sp|Q9BU89|DOHH_HUMAN,DOHH,Deoxyhypusine hydroxylase OS=Homo sapiens OX=9606 GN=DOHH PE=1 SV=1,460082.45,459941.39,433937.30,615240.71,593650.63,608446.97,543044.36,638441.03,715758.21,389780.57,369769.95,383480.45,543341.28,591737.37,540512.03,470150.28,507033.20,520928.55
sp|Q6T4R5|NHS_HUMAN,NHS,Nance-Horan syndrome protein OS=Homo sapiens OX=9606 GN=NHS PE=1 SV=2,80336.59,82644.90,90348.06,114032.34,103733.35,124558.60,97487.19,83432.57,93561.27,72045.25,76108.43,74052.78,76969.81,67298.59,66442.00,81426.58,81413.68,72751.82
sp|Q96D53|COQ8B_HUMAN,COQ8B,"Atypical kinase COQ8B, mitochondrial OS=Homo sapiens OX=9606 GN=COQ8B PE=1 SV=2",149994.07,140355.74,124865.39,159484.88,151457.22,153564.83,110064.23,122257.96,135601.65,164648.65,154402.91,168191.87,144182.36,164618.83,148545.42,101647.11,103548.63,116148.07
sp|Q15596|NCOA2_HUMAN,NCOA2,Nuclear receptor coactivator 2 OS=Homo sapiens OX=9606 GN=NCOA2 PE=1 SV=2,112036.30,109952.39,117014.15,133670.05,135567.16,134179.36,125795.26,116623.23,113529.04,122254.73,118042.45,119382.44,96164.37,97756.32,103244.06,134030.96,141195.36,136562.73
sp|O60783|RT14_HUMAN,MRPS14,"28S ribosomal protein S14, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS14 PE=1 SV=1",243525.38,231464.03,215426.04,192327.69,188496.02,189239.42,178734.92,247810.24,246500.51,237264.26,231807.93,240769.00,226638.27,273155.74,212737.25,192941.48,178296.26,207938.66
sp|Q96RL1|UIMC1_HUMAN,UIMC1,BRCA1-A complex subunit RAP80 OS=Homo sapiens OX=9606 GN=UIMC1 PE=1 SV=2,356186.28,365252.86,381612.93,300558.74,281007.09,303273.03,386657.24,400003.70,381948.21,328182.26,338178.37,321855.46,278505.93,257124.37,273968.07,375718.56,372976.96,374286.12
sp|Q86YS6|RAB43_HUMAN,RAB43,Ras-related protein Rab-43 OS=Homo sapiens OX=9606 GN=RAB43 PE=1 SV=1,230789.56,236082.70,219135.70,247036.42,270362.42,255400.61,207935.97,226411.92,226853.03,236664.36,244646.09,231556.97,265330.57,286043.39,287014.36,228275.03,222471.57,233670.04
sp|P40938|RFC3_HUMAN,RFC3,Replication factor C subunit 3 OS=Homo sapiens OX=9606 GN=RFC3 PE=1 SV=2,1024339.36,1051102.77,1027576.54,1182441.80,1225390.08,1149287.45,1098811.55,1076528.39,1016229.77,1253656.51,1232062.33,1249799.53,937867.20,988678.71,993106.07,1230459.18,1262257.30,1155027.42
sp|Q6NUK4|REEP3_HUMAN,REEP3,Receptor expression-enhancing protein 3 OS=Homo sapiens OX=9606 GN=REEP3 PE=1 SV=1,150132.65,150955.26,174439.53,134917.99,121481.18,134244.52,149080.65,117331.45,118817.81,136873.74,148602.19,127941.81,88601.16,71057.30,88505.96,116857.62,109426.67,99834.98
sp|Q86WX3|AROS_HUMAN,RPS19BP1,Active regulator of SIRT1 OS=Homo sapiens OX=9606 GN=RPS19BP1 PE=1 SV=1,73713.10,65559.48,71781.86,90065.32,96125.16,86691.68,82058.39,69173.96,84482.14,105218.90,100550.79,111349.84,70616.03,76552.71,81786.34,71327.75,69583.93,64727.86
sp|Q96GX9|MTNB_HUMAN,APIP,Methylthioribulose-1-phosphate dehydratase OS=Homo sapiens OX=9606 GN=APIP PE=1 SV=1,305457.00,303787.43,313482.00,347844.52,336688.43,357896.29,364126.98,338358.05,394659.63,245332.96,247144.77,251166.71,270561.12,251792.86,261685.83,328883.51,341035.97,322639.38
sp|Q9P287|BCCIP_HUMAN,BCCIP,BRCA2 and CDKN1A-interacting protein OS=Homo sapiens OX=9606 GN=BCCIP PE=1 SV=1,654533.18,645151.08,705129.51,771473.13,782454.64,813268.06,813040.51,719584.49,739911.56,651653.73,714269.41,673712.15,832816.25,747875.23,834555.99,967610.08,1040441.89,910441.46
sp|Q9P287-2|BCCIP_HUMAN,BCCIP,Isoform 2 of BRCA2 and CDKN1A-interacting protein OS=Homo sapiens OX=9606 GN=BCCIP,627173.02,634541.46,665897.48,746771.85,776046.52,754042.01,754886.15,688035.23,726620.30,713756.10,734663.93,719087.17,911802.17,914460.95,892405.00,924412.62,976783.09,907673.64
sp|Q96II8|LRCH3_HUMAN,LRCH3,DISP complex protein LRCH3 OS=Homo sapiens OX=9606 GN=LRCH3 PE=1 SV=2,161840.78,148740.91,144767.03,115973.21,112666.51,99262.72,120557.32,139006.14,157211.89,186272.88,183206.56,171825.25,160835.53,183325.74,169249.77,139026.23,141969.77,152497.64
sp|O00541|PESC_HUMAN,PES1,Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1,1572135.06,1585907.85,1548141.66,1414083.98,1463882.38,1426878.65,1345006.84,1250661.12,1231950.88,1725414.61,1739461.06,1678176.31,1604365.23,1534565.84,1674388.56,1498513.63,1488402.64,1566428.15
sp|Q5BKY9|F133B_HUMAN,FAM133B,Protein FAM133B OS=Homo sapiens OX=9606 GN=FAM133B PE=1 SV=1,227103.18,219450.43,211626.61,218774.66,187242.40,194735.07,247271.69,251814.33,195463.69,204689.80,197560.42,208317.19,309098.77,262355.23,311072.81,220829.30,228989.09,257129.74
sp|P09601|HMOX1_HUMAN,HMOX1,Heme oxygenase 1 OS=Homo sapiens OX=9606 GN=HMOX1 PE=1 SV=1,113872.11,116557.05,102469.14,101092.36,114064.66,101127.60,113360.22,122470.90,105028.06,100138.59,92543.87,99632.87,103645.27,100348.02,99768.89,120900.97,105710.33,122416.18
sp|Q9NXF7|DCA16_HUMAN,DCAF16,DDB1- and CUL4-associated factor 16 OS=Homo sapiens OX=9606 GN=DCAF16 PE=1 SV=1,328479.56,307566.74,325657.51,276306.11,305733.94,276101.21,349298.71,387926.19,482506.61,353287.04,357608.68,379320.88,447028.28,409993.30,459652.70,466567.46,568478.45,449528.14
sp|Q53H47|SETMR_HUMAN,SETMAR,Histone-lysine N-methyltransferase SETMAR OS=Homo sapiens OX=9606 GN=SETMAR PE=1 SV=2,818914.38,829133.17,848014.80,629447.38,636765.22,626933.94,884556.27,881895.67,944915.33,889941.64,870189.90,868085.47,763948.60,745105.08,773964.12,993219.36,1033048.04,913544.01
sp|Q9NWX6|THG1_HUMAN,THG1L,Probable tRNA(His) guanylyltransferase OS=Homo sapiens OX=9606 GN=THG1L PE=1 SV=2,362018.88,360776.98,370931.70,359790.35,348582.93,369125.41,403530.15,387494.17,403596.35,332431.89,317555.61,326199.24,288356.14,294843.12,315589.92,339065.19,341027.42,324391.61
sp|Q96HB5|CC120_HUMAN,CCDC120,Coiled-coil domain-containing protein 120 OS=Homo sapiens OX=9606 GN=CCDC120 PE=1 SV=1,73634.41,75576.73,77823.05,53871.29,60189.67,60635.98,71789.51,70276.51,76148.62,62049.52,65022.68,60962.53,62265.32,59412.45,62270.14,58325.97,62329.92,57927.39
sp|Q96EK6|GNA1_HUMAN,GNPNAT1,Glucosamine 6-phosphate N-acetyltransferase OS=Homo sapiens OX=9606 GN=GNPNAT1 PE=1 SV=1,102595.97,100351.47,111638.10,288489.19,264546.59,289594.84,161454.99,133228.17,129711.47,83309.07,80811.97,85022.00,92604.61,85244.95,105788.50,142267.31,149336.18,128773.63
sp|Q8N1S5|S39AB_HUMAN,SLC39A11,Zinc transporter ZIP11 OS=Homo sapiens OX=9606 GN=SLC39A11 PE=2 SV=3,1152816.62,1123296.58,1244147.98,1796873.76,1666671.79,1809174.77,1284316.25,1118905.57,1223095.45,909476.68,960424.28,938460.96,986726.69,903883.66,1043704.82,1084617.05,1197005.54,1082452.20
sp|Q9H6S3|ES8L2_HUMAN,EPS8L2,Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Homo sapiens OX=9606 GN=EPS8L2 PE=1 SV=2,529853.88,524752.02,537458.99,1011611.55,981786.60,1031385.45,629069.25,533103.71,679048.23,276895.68,266693.22,289699.14,315406.77,331415.53,304609.66,310988.10,349357.39,309450.50
sp|Q9Y5Y0|FLVC1_HUMAN,FLVCR1,Feline leukemia virus subgroup C receptor-related protein 1 OS=Homo sapiens OX=9606 GN=FLVCR1 PE=1 SV=1,196748.75,192844.44,185904.76,170536.31,155596.09,163173.54,192118.45,209402.13,189268.28,244356.98,242314.18,252560.64,272840.01,291537.50,271354.38,227202.59,229551.07,240324.24
sp|P19075|TSN8_HUMAN,TSPAN8,Tetraspanin-8 OS=Homo sapiens OX=9606 GN=TSPAN8 PE=1 SV=1,1405569.20,1515029.99,1388584.79,2103574.50,1946961.09,2264250.59,1218580.86,803272.54,848638.14,123099.91,87839.34,118314.12,155770.21,134478.78,121434.88,103491.32,70200.85,84239.90
sp|Q9H1A4|APC1_HUMAN,ANAPC1,Anaphase-promoting complex subunit 1 OS=Homo sapiens OX=9606 GN=ANAPC1 PE=1 SV=1,319033.56,319035.22,319079.81,298523.97,308030.31,289942.88,319822.19,325633.00,309259.99,340583.59,347758.23,345937.38,382410.43,389279.44,376259.18,338396.97,358442.44,354064.02
sp|Q13308|PTK7_HUMAN,PTK7,Inactive tyrosine-protein kinase 7 OS=Homo sapiens OX=9606 GN=PTK7 PE=1 SV=2,1977372.17,1960425.27,2090682.05,1540823.97,1503317.80,1583701.07,1887901.45,1746462.90,1943936.12,1582959.60,1640548.58,1547976.30,1281525.55,1251189.10,1244672.39,1454194.26,1517001.40,1419304.25
sp|Q04759|KPCT_HUMAN,PRKCQ,Protein kinase C theta type OS=Homo sapiens OX=9606 GN=PRKCQ PE=1 SV=3,183071.55,191308.14,199719.57,206487.56,197345.98,203735.92,198236.19,219675.73,220434.15,158602.56,144521.61,159033.02,175203.29,193831.02,166477.54,156932.47,148430.72,164091.23
sp|Q9P2N5|RBM27_HUMAN,RBM27,RNA-binding protein 27 OS=Homo sapiens OX=9606 GN=RBM27 PE=1 SV=2,391340.77,422261.23,461790.50,319687.17,324269.75,335607.25,378992.82,364491.78,358457.13,449106.04,463851.20,415344.85,274356.89,239172.94,262427.03,458363.01,451193.49,405571.01
sp|Q9P2E3|ZNFX1_HUMAN,ZNFX1,NFX1-type zinc finger-containing protein 1 OS=Homo sapiens OX=9606 GN=ZNFX1 PE=2 SV=2,348348.67,308577.61,195865.25,277933.09,313394.44,252677.63,220511.77,417167.46,410476.41,236342.63,179218.56,202974.14,397785.23,522916.53,342906.70,215996.43,187254.76,245803.14
sp|Q9BTE3|MCMBP_HUMAN,MCMBP,Mini-chromosome maintenance complex-binding protein OS=Homo sapiens OX=9606 GN=MCMBP PE=1 SV=2,533755.11,543085.96,547603.28,549830.09,534262.69,550966.94,655069.06,595251.63,563891.35,541669.04,549469.61,554973.22,663550.71,633264.61,652170.52,712712.35,682681.02,696362.18
sp|Q9BTE3-2|MCMBP_HUMAN,MCMBP,Isoform 2 of Mini-chromosome maintenance complex-binding protein OS=Homo sapiens OX=9606 GN=MCMBP,534167.06,545862.29,546703.65,549773.49,532606.32,552016.01,651553.25,596133.96,562997.62,542548.26,550662.16,555345.01,664710.98,633916.69,652450.77,710183.68,682435.66,695536.95
sp|Q99549|MPP8_HUMAN,MPHOSPH8,M-phase phosphoprotein 8 OS=Homo sapiens OX=9606 GN=MPHOSPH8 PE=1 SV=2,600623.12,649765.67,692051.77,606385.69,572927.71,660387.97,681068.81,611995.74,553557.74,785667.31,859107.90,835028.19,425193.10,406974.21,439932.46,725950.86,680395.92,675364.00
sp|Q9H0W5|CCDC8_HUMAN,CCDC8,Coiled-coil domain-containing protein 8 OS=Homo sapiens OX=9606 GN=CCDC8 PE=1 SV=2,507445.57,503238.73,461616.81,268000.15,276833.51,270532.02,466687.55,482783.60,634933.34,364666.29,351658.36,367627.83,337834.39,363622.99,315462.66,374550.88,376781.04,348873.06
tr|B4DMW8|B4DMW8_HUMAN,NA,"cDNA FLJ60711, moderately similar to Coiled-coil domain-containing protein 8 OS=Homo sapiens OX=9606 PE=2 SV=1",338928.19,350580.03,374987.72,281760.50,342654.57,268135.74,276817.34,310586.07,348654.80,271818.51,293844.46,298573.65,238686.38,253065.43,243881.78,277463.87,294619.35,274603.97
sp|Q9P2L0|WDR35_HUMAN,WDR35,WD repeat-containing protein 35 OS=Homo sapiens OX=9606 GN=WDR35 PE=1 SV=3,176842.31,177813.59,191904.10,230513.49,230929.10,230894.57,189506.76,177112.52,170942.19,186062.79,193944.63,184901.34,168138.65,162704.15,191276.09,194017.80,204979.50,186458.33
sp|Q9BSJ5|CQ080_HUMAN,C17orf80,Uncharacterized protein C17orf80 OS=Homo sapiens OX=9606 GN=C17orf80 PE=2 SV=2,190577.04,191038.80,201947.26,191270.90,182355.78,181794.05,198020.38,165473.07,177069.03,239346.55,247657.63,227864.67,181378.00,178623.47,206246.36,164782.50,176870.30,166811.66
sp|Q9UKG9|OCTC_HUMAN,CROT,Peroxisomal carnitine O-octanoyltransferase OS=Homo sapiens OX=9606 GN=CROT PE=1 SV=2,407104.15,414504.18,386367.09,453805.46,419399.49,453280.83,308243.05,326643.55,390376.97,285578.76,274455.77,289841.02,239268.49,257987.78,264428.99,224592.46,223479.33,226417.42
sp|Q8N4N3|KLH36_HUMAN,KLHL36,Kelch-like protein 36 OS=Homo sapiens OX=9606 GN=KLHL36 PE=1 SV=1,93855.61,85203.11,71584.51,128426.37,137195.29,117263.76,65354.71,97178.34,131703.74,32929.95,36705.63,39031.54,36277.98,43004.47,30362.23,45022.85,51528.59,49505.39
sp|O75096|LRP4_HUMAN,LRP4,Low-density lipoprotein receptor-related protein 4 OS=Homo sapiens OX=9606 GN=LRP4 PE=1 SV=4,129512.57,129679.72,120883.06,106408.16,111410.70,106315.77,128913.71,141629.42,132518.13,135512.05,118146.78,120853.85,142949.48,144065.01,136727.44,135128.00,128717.43,138868.86
sp|Q9Y4K3|TRAF6_HUMAN,TRAF6,TNF receptor-associated factor 6 OS=Homo sapiens OX=9606 GN=TRAF6 PE=1 SV=1,201236.70,211414.24,219676.72,280031.22,264537.19,271584.98,239413.24,239373.01,252250.19,176110.83,170644.25,186298.26,217091.92,192744.72,213880.57,221908.57,219037.17,232178.17
sp|A1L390|PKHG3_HUMAN,PLEKHG3,Pleckstrin homology domain-containing family G member 3 OS=Homo sapiens OX=9606 GN=PLEKHG3 PE=1 SV=1,298895.46,293433.62,306106.70,268338.80,246012.90,268391.18,272449.63,274806.59,274454.16,230037.99,217479.38,221842.92,224296.71,231060.27,215852.72,220481.09,207344.32,224352.13
sp|Q8NHQ8|RASF8_HUMAN,RASSF8,Ras association domain-containing protein 8 OS=Homo sapiens OX=9606 GN=RASSF8 PE=1 SV=2,253033.35,249182.28,258411.60,223486.91,202878.99,223538.71,234648.78,338360.19,225059.92,291046.07,297888.76,292298.01,273054.80,279970.90,289513.93,251764.78,255364.23,301847.85
sp|O43818|U3IP2_HUMAN,RRP9,U3 small nucleolar RNA-interacting protein 2 OS=Homo sapiens OX=9606 GN=RRP9 PE=1 SV=1,391718.95,392344.62,421318.51,392576.62,394771.10,409175.78,431359.33,384479.60,389915.02,467982.93,493323.63,494265.90,422651.98,390096.39,417917.02,444547.22,434731.33,449336.34
sp|O95185|UNC5C_HUMAN,UNC5C,Netrin receptor UNC5C OS=Homo sapiens OX=9606 GN=UNC5C PE=1 SV=2,150641.29,147483.69,149954.27,144741.11,145239.51,138208.96,162841.32,194837.89,185490.47,154806.57,137410.51,138773.39,162103.94,159443.66,155617.10,142440.35,147164.44,168763.12
sp|Q9Y2G3|AT11B_HUMAN,ATP11B,Probable phospholipid-transporting ATPase IF OS=Homo sapiens OX=9606 GN=ATP11B PE=1 SV=2,130177.83,135035.69,107596.57,115543.77,114429.91,104716.55,93909.74,134802.31,139101.47,132391.73,123925.20,133966.34,178212.38,215305.88,163719.94,92998.27,94550.54,115616.52
sp|Q9H1H9|KI13A_HUMAN,KIF13A,Kinesin-like protein KIF13A OS=Homo sapiens OX=9606 GN=KIF13A PE=1 SV=2,89940.89,108583.75,98156.11,109065.59,99226.05,94437.78,126092.09,117350.95,92364.68,85740.38,96123.21,91280.67,96751.36,75782.13,91548.76,125469.54,117155.50,116227.43
sp|Q9H1H9-3|KI13A_HUMAN,KIF13A,Isoform 3 of Kinesin-like protein KIF13A OS=Homo sapiens OX=9606 GN=KIF13A,45802.65,54899.46,46529.50,53046.61,50599.82,53433.04,66454.93,73397.83,62458.95,46624.45,48494.89,45663.51,46167.80,35531.37,47983.10,58355.50,59553.90,55936.23
sp|Q9Y6X8|ZHX2_HUMAN,ZHX2,Zinc fingers and homeoboxes protein 2 OS=Homo sapiens OX=9606 GN=ZHX2 PE=1 SV=1,450542.60,454688.58,461933.83,413013.09,407712.34,422666.68,493009.05,525782.85,485130.72,518385.43,512056.95,512416.50,427516.58,414051.27,407049.55,567582.96,653277.18,533722.82
sp|A6NHR9|SMHD1_HUMAN,SMCHD1,Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SMCHD1 PE=1 SV=2,1694729.86,1733544.16,1776113.48,1691659.15,1838230.77,1714816.07,1897396.49,1830931.62,1719591.17,1916928.98,1880233.85,1907394.99,1600389.45,1553047.89,1694004.38,2276165.25,2255731.77,2072736.18
sp|Q9UJV9|DDX41_HUMAN,DDX41,Probable ATP-dependent RNA helicase DDX41 OS=Homo sapiens OX=9606 GN=DDX41 PE=1 SV=2,160994.64,164732.29,185513.59,67254.43,79491.44,80961.84,155334.32,134828.33,117084.83,232759.02,275203.60,201832.89,99425.57,94463.07,102854.97,177285.52,172970.16,200193.21
sp|Q14693|LPIN1_HUMAN,LPIN1,Phosphatidate phosphatase LPIN1 OS=Homo sapiens OX=9606 GN=LPIN1 PE=1 SV=2,65906.88,65371.28,74520.26,97673.60,90341.47,101478.62,99637.87,60821.46,51658.60,83839.28,98839.18,81608.21,79248.21,51686.44,77080.09,110664.03,167848.43,105751.03
sp|O95613|PCNT_HUMAN,PCNT,Pericentrin OS=Homo sapiens OX=9606 GN=PCNT PE=1 SV=4,589059.08,574722.84,582078.63,386706.54,380869.99,387931.25,517802.64,519789.46,503633.53,532806.07,564273.82,537838.00,427222.90,420489.45,421059.29,456242.08,479784.31,471078.29
sp|Q7Z7M0|MEGF8_HUMAN,MEGF8,Multiple epidermal growth factor-like domains protein 8 OS=Homo sapiens OX=9606 GN=MEGF8 PE=1 SV=2,29239.60,23783.78,21881.78,19515.19,17962.47,20240.62,24314.98,25976.63,23298.70,25186.99,25177.79,26265.10,27844.64,30109.44,24095.76,24066.23,19908.07,21185.72
sp|Q8N1G2|CMTR1_HUMAN,CMTR1,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 OS=Homo sapiens OX=9606 GN=CMTR1 PE=1 SV=1,738993.88,712229.62,697077.71,717411.23,760940.48,710524.07,760463.10,765936.88,871954.16,666677.14,658480.74,668158.38,581066.62,634453.68,587409.01,728715.68,833317.71,750584.29
sp|Q2TAA5|ALG11_HUMAN,ALG11,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase OS=Homo sapiens OX=9606 GN=ALG11 PE=1 SV=2",264694.94,265272.37,298231.20,225579.43,220104.26,232199.77,232342.89,207664.91,202201.19,223933.51,238185.48,228289.72,213379.07,202686.61,231423.52,184712.71,170714.17,177695.38
sp|Q15560|TCEA2_HUMAN,TCEA2,Transcription elongation factor A protein 2 OS=Homo sapiens OX=9606 GN=TCEA2 PE=1 SV=1,274579.53,274371.80,268962.66,248071.20,247862.59,239463.84,294651.33,292580.18,254650.20,304800.51,293613.77,309608.49,265957.71,277821.83,247971.44,320589.68,300532.37,307072.12
sp|Q8N4S0|CCD82_HUMAN,CCDC82,Coiled-coil domain-containing protein 82 OS=Homo sapiens OX=9606 GN=CCDC82 PE=1 SV=2,87570.45,97257.30,104496.36,98481.07,82860.15,103721.33,123641.45,113738.16,96241.12,81257.19,77225.62,76753.60,65327.71,50654.54,60391.12,128385.03,118805.08,120592.30
sp|O94880|PHF14_HUMAN,PHF14,PHD finger protein 14 OS=Homo sapiens OX=9606 GN=PHF14 PE=1 SV=2,410794.60,431814.85,460960.07,287160.13,268899.23,303500.67,406406.26,360497.28,342801.24,553845.12,601835.54,544090.96,315576.97,267692.28,324749.83,415690.22,451955.46,381427.71
sp|O94880-2|PHF14_HUMAN,PHF14,Isoform 2 of PHD finger protein 14 OS=Homo sapiens OX=9606 GN=PHF14,294069.78,334286.47,337137.62,224293.35,184758.34,234740.42,306799.68,277677.38,241809.44,442300.79,425699.89,422184.91,233841.52,200590.56,232887.76,358802.68,338183.01,307380.48
sp|O00584|RNT2_HUMAN,RNASET2,Ribonuclease T2 OS=Homo sapiens OX=9606 GN=RNASET2 PE=1 SV=2,1136824.43,1159814.99,1215421.21,1836998.66,1757989.20,1899972.67,764497.57,792367.52,1138082.73,948663.39,986452.84,962108.65,807338.03,764302.32,811239.90,674658.75,720550.51,607694.72
sp|Q5T280|CI114_HUMAN,SPOUT1,Putative methyltransferase C9orf114 OS=Homo sapiens OX=9606 GN=SPOUT1 PE=1 SV=3,364461.33,360828.07,349431.24,315328.18,333494.34,318982.74,322243.15,348199.01,311285.96,411643.52,413166.07,405147.20,300831.03,316870.45,318226.85,330411.21,321808.33,330870.46
sp|O00462|MANBA_HUMAN,MANBA,Beta-mannosidase OS=Homo sapiens OX=9606 GN=MANBA PE=1 SV=3,237965.30,236182.29,226931.89,548464.62,521730.77,554308.37,202927.51,214702.48,221480.52,223427.40,215583.47,215173.00,235500.54,245284.92,219475.88,199082.13,190081.78,210182.67
sp|Q6P158|DHX57_HUMAN,DHX57,Putative ATP-dependent RNA helicase DHX57 OS=Homo sapiens OX=9606 GN=DHX57 PE=1 SV=2,346456.48,346165.08,352020.55,341276.44,341616.26,338890.25,362487.48,386686.05,352642.68,371349.47,380419.63,383599.23,331058.65,344377.86,336802.57,370688.54,355540.68,390706.59
sp|Q9UKW4|VAV3_HUMAN,VAV3,Guanine nucleotide exchange factor VAV3 OS=Homo sapiens OX=9606 GN=VAV3 PE=1 SV=1,194420.01,202501.38,206023.80,243714.85,255779.50,245070.32,241175.21,243771.55,217594.49,212531.82,206880.98,200724.37,222893.61,232323.22,227774.72,232980.53,271304.60,250069.63
sp|Q8N9V3|WSDU1_HUMAN,WDSUB1,"WD repeat, SAM and U-box domain-containing protein 1 OS=Homo sapiens OX=9606 GN=WDSUB1 PE=1 SV=3",313992.85,343045.51,311697.62,512912.86,462856.86,517893.02,403601.82,422760.41,393938.86,231981.22,215533.06,223717.44,239776.57,235642.44,231881.62,255259.63,269688.70,264948.22
sp|P18440|ARY1_HUMAN,NAT1,Arylamine N-acetyltransferase 1 OS=Homo sapiens OX=9606 GN=NAT1 PE=1 SV=2,73840.59,54892.09,72293.51,83607.44,91352.78,88032.36,88207.24,58604.53,87077.66,53005.43,80784.85,56125.98,64620.40,46184.97,66025.67,83599.67,116260.22,71916.47
sp|Q96EK9|KTI12_HUMAN,KTI12,Protein KTI12 homolog OS=Homo sapiens OX=9606 GN=KTI12 PE=1 SV=1,278320.69,291029.15,289030.09,343643.03,358476.51,361806.32,354422.52,333531.91,353228.49,239155.31,237100.71,244987.93,300085.83,296379.13,311456.29,311873.88,314569.75,293026.40
sp|O75818|RPP40_HUMAN,RPP40,Ribonuclease P protein subunit p40 OS=Homo sapiens OX=9606 GN=RPP40 PE=1 SV=3,189732.78,207283.10,193044.43,187071.62,184773.45,198429.83,212251.61,189026.93,195451.79,208295.09,203747.17,210053.59,233329.93,250114.33,228574.54,215784.14,211471.38,229561.75
sp|Q9NS00|C1GLT_HUMAN,C1GALT1,Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 OS=Homo sapiens OX=9606 GN=C1GALT1 PE=1 SV=1,220150.95,210465.78,219760.41,268021.45,274206.41,258252.39,189881.90,173891.84,181135.58,208056.31,198460.89,199190.22,185040.69,180393.09,191750.57,155763.85,152265.43,157182.66
sp|Q9HCE5|MET14_HUMAN,METTL14,N6-adenosine-methyltransferase non-catalytic subunit OS=Homo sapiens OX=9606 GN=METTL14 PE=1 SV=2,181250.81,181637.98,168259.86,174233.04,141674.85,181534.12,231522.35,246035.69,267254.54,180612.90,155074.59,171793.24,163396.55,162509.26,149005.03,242061.05,252638.58,237760.51
sp|Q15014|MO4L2_HUMAN,MORF4L2,Mortality factor 4-like protein 2 OS=Homo sapiens OX=9606 GN=MORF4L2 PE=1 SV=1,243235.01,241142.03,248519.04,224862.81,210441.18,234089.25,295742.60,280260.04,267420.88,265476.47,288064.29,273021.29,166489.22,158503.30,164716.13,279053.32,256161.22,251594.19
sp|P78345|RPP38_HUMAN,RPP38,Ribonuclease P protein subunit p38 OS=Homo sapiens OX=9606 GN=RPP38 PE=1 SV=2,93559.04,121710.27,99336.61,108038.69,111067.08,102493.91,102336.67,108490.29,98912.54,120922.78,124678.79,122799.23,114709.87,142659.26,128577.82,131125.60,126788.99,135718.22
sp|Q14956|GPNMB_HUMAN,GPNMB,Transmembrane glycoprotein NMB OS=Homo sapiens OX=9606 GN=GPNMB PE=1 SV=2,228872.07,226590.05,238192.74,662243.63,684175.50,699061.73,180528.80,183018.06,229338.30,116341.65,115182.74,115486.40,129934.63,141724.82,122860.96,125879.16,120495.05,137901.16
